ID,COMPLAINDATE,COMPLETIONDATE,LASTNAME,FIRSTNAME,GENDER,BROKERFULLNAME,COMMISSIONSCHEME,DESCRIPTION_CATEGORIES,REGION,DESCRIPTION_STATUS,STATE,PRODUCT,DESCRIPTION_PRIORITIES,DESCRIPTION_SOURCE,DESCRIPTION_TYPE
1972,4/16/2013,5/31/2013,Joshua,Dean,MALE,Brandon Alexander,Bonus Based,IGNORANCE OF EXISTENCE,,CLOSED,,CAP-028,Non Urgent,CRO,Written
1973,4/16/2013,4/26/2013,Christopher,Gardner,MALE,Henry Mills,Comm-2,APPLICATION REQUEST,,CLOSED,,CAP-068,Non Urgent,Company HQ,Written
1974,4/17/2013,4/17/2013,Shirley,Flores,FEMALE,Antonio Freeman,Comm-2,POOR SERVICE,,CLOSED,,BNM-038,Urgent,Call Center,Call center
1975,4/17/2013,5/20/2013,Ronald,Ramos,MALE,Gary Wagner,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-031,Non Urgent,CRO,Written
1976,4/17/2013,5/17/2013,Bobby,Cruz,MALE,Aaron Turner,Comm-4,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,HOC-064,Non Urgent,Company HQ,Fax
1977,4/17/2013,7/26/2013,Gregory,West,MALE,Matthew Scott,No Commission,DO NOT USE A REQUEST,,CLOSED,,CAS-066,Non Urgent,Company HQ,Fax
1978,4/17/2013,5/27/2013,Ryan,Perry,MALE,Ronald Nguyen,Comm-6,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-065,Non Urgent,Company HQ,Fax
1979,4/17/2013,6/5/2013,Laura,Hill,FEMALE,Howard Wright,Comm-7,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-066,Non Urgent,Company HQ,Fax
1980,4/17/2013,4/30/2013,Jack,Thompson,MALE,Louis Shaw,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAP-029,Non Urgent,Company HQ,Fax
1981,4/17/2013,5/2/2013,Anna,Hart,FEMALE,Robert Fields,Bonus Based,PAYMENT POLICY,,CLOSED,,OOT-061,Non Urgent,Company HQ,Fax
1982,4/17/2013,4/30/2013,Ruby,Simpson,FEMALE,Ernest Wright,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-038,Non Urgent,CRO,Written
1985,4/18/2013,5/29/2013,Bonnie,James,FEMALE,Lawrence George,Comm-3,REGISTRATION FORM OF REGISTRATION,,CLOSED,,HOC-056,Non Urgent,Company HQ,Fax
1986,4/18/2013,5/29/2013,Janice,Gonzales,FEMALE,Sean Russell,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAP-026,Non Urgent,Company HQ,Fax
1987,4/18/2013,5/29/2013,Jesse,Chavez,MALE,Edward Gilbert,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAP-024,Non Urgent,Company HQ,Fax
1988,4/18/2013,5/17/2013,Shawn,Chapman,MALE,Edward Ferguson,Comm-5,SECURITY PUBLISHING CONTRACT,,CLOSED,,CAP-068,Non Urgent,Company HQ,Written
1989,4/18/2013,5/24/2013,Phillip,Hicks,MALE,Patrick Simmons,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-077,Non Urgent,CRO,Written
1990,4/18/2013,5/20/2013,Jeffrey,Wilson,MALE,Louis Garrett,Bonus Based,SECURITY PUBLISHING CONTRACT,,CLOSED,,HOC-053,Non Urgent,CRO,Written
1992,4/18/2013,6/26/2013,Carlos,Alvarez,MALE,George Nguyen,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,MMP-006,Non Urgent,Company HQ,Fax
1993,4/18/2013,5/14/2013,Maria,Edwards,FEMALE,Jason Vasquez,No Commission,DISCLAIMER OF DISMISSAL,,CLOSED,,CAP-025,Non Urgent,Company HQ,Fax
1994,4/16/2013,7/2/2013,Willie,Duncan,MALE,Ralph Wright,Comm-9,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-040,Non Urgent,Company HQ,Written
1995,4/19/2013,4/30/2013,Janice,Wheeler,FEMALE,Gregory Mills,Comm-4,PAYMENT POLICY,,CLOSED,,LBL-045,Non Urgent,CRO,In person
1996,4/19/2013,5/23/2013,Betty,Hawkins,FEMALE,Russell Rose,Comm-2,DISCLAIMER OF A SERVICE ,,CLOSED,,CAS-014,Urgent,Call Center,Call center
1997,4/17/2013,4/22/2013,Denise,Rivera,FEMALE,Peter Wright,Comm-6,REVIVAL REQUEST,,CLOSED,,LBL-074,Non Urgent,Company HQ,Written
1998,4/23/2013,4/25/2013,William,Hill,MALE,Martin Patterson,Comm-9,SELF-DETERMINED EXPRESSION OF INSURANCE,,CLOSED,,CAS-017,Non Urgent,Company HQ,Court Order
1999,4/25/2013,4/30/2013,Lisa,Freeman,FEMALE,Christopher Ruiz,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,MOT-010,Non Urgent,CRO,Written
2000,4/23/2013,5/23/2013,Gerald,Fox,MALE,Eric Morrison,Bonus Based,PAYMENT POLICY,,CLOSED,,CAS-066,Non Urgent,CRO,In person
2001,4/23/2013,4/25/2013,Arthur,Medina,MALE,Robert Rodriguez,Bonus Based,DISCLAIMER OF DISMISSAL,,CLOSED,,CAP-024,Non Urgent,Company HQ,Court Order
2002,4/23/2013,4/25/2013,Julie,Hanson,FEMALE,Matthew Young,Comm-9,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAP-026,Non Urgent,CRO,Written
2003,4/23/2013,5/1/2013,Diane,Powell,FEMALE,Ryan Reid,Comm-7,POWER FOR PRESENTATION OR WRONG,,CLOSED,,BNM-031,Non Urgent,CRO,Written
2004,4/24/2013,5/9/2013,Joyce,Cooper,FEMALE,Gregory Cole,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-031,Urgent,CRO,Written
2006,4/24/2013,4/26/2013,Larry,Davis,MALE,Justin Bennett,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,HOC-056,Urgent,Call Center,Call center
2007,4/23/2013,7/2/2013,Julia,Cunningham,FEMALE,Gary Ryan,Comm-8,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,PNM-003,Non Urgent,Company HQ,Fax
2009,4/24/2013,6/28/2013,Phyllis,Butler,FEMALE,Todd Hunter,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-055,Non Urgent,Company HQ,Fax
2010,4/26/2013,5/13/2013,Justin,Montgomery,MALE,Jose Morgan,Comm-5,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-039,Non Urgent,Bank HQ,Phone
2011,4/11/2013,5/1/2013,Diane,Kennedy,FEMALE,Benjamin Reid,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LBL-044,Urgent,Bank Branch,In person
2012,4/26/2013,4/26/2013,Jeffrey,Moreno,MALE,Steve Hudson,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAS-018,Urgent,Call Center,Call center
2013,4/16/2013,4/26/2013,Benjamin,Schmidt,MALE,Phillip Fuller,Comm-2,FRAUD,,CLOSED,,MOT-008,Non Urgent,Company HQ,Email
2014,4/26/2013,5/9/2013,Judith,Lawson,FEMALE,Victor Cook,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LBL-043,Non Urgent,CRO,In person
2015,4/26/2013,5/10/2013,Janice,Gordon,FEMALE,David Hall,Comm-6,PAYMENT POLICY,,CLOSED,,CAS-075,Non Urgent,CRO,In person
2016,4/26/2013,5/23/2013,Kimberly,Garcia,FEMALE,Ryan Porter,Bonus Based,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,HOC-054,Non Urgent,CRO,Phone
2017,4/26/2013,6/5/2013,David,Olson,MALE,Stephen Duncan,No Commission,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAS-012,Non Urgent,Company HQ,Fax
2018,4/26/2013,6/14/2013,Thomas,Butler,MALE,Jimmy Palmer,Comm-5,DISCLAIMER OF DISMISSAL,,CLOSED,,BNM-033,Non Urgent,Company HQ,Email
2019,4/29/2013,5/15/2013,Shirley,Alexander,FEMALE,Shawn Reed,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LOL-046,Non Urgent,CRO,Written
2020,4/29/2013,4/29/2013,Robin,Jackson,FEMALE,Kevin Sanders,Bonus Based,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAP-024,Non Urgent,CRO,In person
2021,4/29/2013,5/24/2013,Bruce,Alexander,MALE,Mark Moore,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LBL-074,Non Urgent,Company HQ,Fax
2022,4/29/2013,5/23/2013,Steven,Wells,MALE,Thomas Martinez,Bonus Based,POOR SERVICE,,CLOSED,,BNM-030,Non Urgent,Company HQ,Email
2023,4/30/2013,5/16/2013,Kenneth,Jackson,MALE,Ernest Parker,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-075,Non Urgent,CRO,Written
2024,4/30/2013,7/8/2013,Gregory,Rodriguez,MALE,Lawrence George,Comm-3,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,HOC-056,Non Urgent,Company HQ,Fax
2026,5/1/2013,5/21/2013,Jennifer,Morrison,FEMALE,Mark Fisher,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAP-029,Non Urgent,Company HQ,Written
2027,5/1/2013,5/2/2013,Judy,Meyer,FEMALE,Ryan Wells,Comm-6,CERTIFICATE OF CONTENTS,,CLOSED,,CAP-025,Non Urgent,Company HQ,Fax
2028,5/1/2013,5/17/2013,Eric,Patterson,MALE,Clarence Brown,Comm-3,SECURITY CONTRACT AGENCY SAINT,,CLOSED,,HOC-053,Non Urgent,Company HQ,Email
2029,5/1/2013,5/9/2013,Paul,Hart,MALE,Paul Bryant,Comm-2,CERTIFICATE OF CONTENTS,,CLOSED,,MOT-011,Non Urgent,Company HQ,Written
2030,5/1/2013,5/10/2013,Jimmy,George,MALE,Antonio Bell,Bonus Based,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,,CLOSED,,HOC-049,Urgent,Call Center,Call center
2031,5/2/2013,5/17/2013,Charles,Harvey,MALE,Scott Banks,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-018,Non Urgent,Company HQ,Written
2032,2/11/2013,5/27/2013,Johnny,Foster,MALE,Kevin Butler,Comm-8,PAYMENT POLICY,,CLOSED,,CAS-012,Non Urgent,Company HQ,Written
2033,5/2/2013,5/8/2013,Paula,Henderson,FEMALE,Raymond Moreno,Comm-2,REVIVAL REQUEST,,CLOSED,,BNM-032,Non Urgent,Company HQ,Phone
2034,5/8/2013,5/10/2013,Betty,Edwards,FEMALE,Arthur Torres,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HHC-078,Non Urgent,Company HQ,Fax
2035,5/2/2013,5/10/2013,Jack,Riley,MALE,John Martin,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-066,Non Urgent,CRO,In person
2036,5/9/2013,5/9/2013,APOLLO Corp,,,Carlos Kelly,Comm-5,PAYMENT POLICY,,CLOSED,,BNM-036,Non Urgent,CRO,Written
2037,5/9/2013,5/10/2013,Wayne,Fowler,MALE,Mark Meyer,Comm-8,PAYMENT POLICY,,CLOSED,,CAP-027,Non Urgent,CRO,In person
2038,5/14/2013,5/17/2013,Russell,Price,MALE,Gregory Cole,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-066,Non Urgent,CRO,In person
2039,5/10/2013,5/20/2013,Anthony,Armstrong,MALE,Patrick Ruiz,Comm-2,PAYMENT POLICY,,CLOSED,,HOC-048,Non Urgent,CRO,Written
2044,5/10/2013,5/14/2013,Melissa,Bradley,FEMALE,Gary Hill,Comm-9,PRODUCTION PRODUCT,,CLOSED,,BNM-039,Non Urgent,CRO,In person
2045,5/10/2013,7/2/2013,Laura,Lynch,FEMALE,Carl Baker,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAP-025,Non Urgent,Company HQ,Fax
2046,5/10/2013,8/21/2013,Norma,Marshall,FEMALE,Ronald Crawford,Comm-2,DISCLAIMER OF DISMISSAL,,CLOSED,,CAP-068,Non Urgent,Company HQ,Fax
2048,5/13/2013,6/2/2013,Harry,Fuller,MALE,Nicholas Campbell,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAS-076,Non Urgent,Company HQ,Court Order
2050,5/13/2013,5/14/2013,Catherine,Lopez,FEMALE,Kenneth Bradley,Bonus Based,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,BNM-031,Urgent,Call Center,Call center
2051,5/13/2013,6/7/2013,Lawrence,Garza,MALE,Scott Martin,Comm-2,IGNORANCE OF EXISTENCE,,CLOSED,,MMP-005,Non Urgent,CRO,Written
2052,5/13/2013,5/13/2013,Sean,Ramos,MALE,Raymond Gordon,Comm-6,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,HOC-052,Urgent,Call Center,Call center
2053,5/13/2013,5/20/2013,Brian,Freeman,MALE,Terry Perry,Comm-7,YEARS OF DEPARTURE IN THE PHONES OR NOT AN ANSWER OF CLOSES_ UNDERSTANDED LINES,,CLOSED,,HOC-053,Non Urgent,Company HQ,Fax
2054,5/13/2013,5/15/2013,Raymond,Burton,MALE,Richard Robinson,No Commission,YEARS OF DEPARTURE IN THE PHONES OR NOT AN ANSWER OF CLOSES_ UNDERSTANDED LINES,,CLOSED,,MOT-007,Non Urgent,CRO,Phone
2055,5/14/2013,5/16/2013,Debra,Hunter,FEMALE,David Fox,Bonus Based,POWER FOR PRESENTATION OR WRONG,,CLOSED,,OOT-061,Non Urgent,CRO,Phone
2056,5/14/2013,5/28/2013,Jonathan,Stanley,MALE,Jonathan Wagner,Bonus Based,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,BNM-038,Non Urgent,CRO,Written
2057,5/15/2013,5/15/2013,Catherine,Rice,FEMALE,Earl Jordan,No Commission,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,HOC-049,Urgent,Call Center,Call center
2058,5/15/2013,5/15/2013,Joan,Robertson,FEMALE,Earl Stephens,Comm-7,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAS-020,Urgent,Call Center,Call center
2059,5/15/2013,5/29/2013,Adam,Sanders,MALE,Thomas Sanders,Comm-3,PAYMENT POLICY,,CLOSED,,BNM-033,Non Urgent,CRO,Email
2060,5/15/2013,5/29/2013,Dennis,Mcdonald,MALE,Billy Brooks,No Commission,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,,CLOSED,,CAS-016,Non Urgent,CRO,Written
2061,5/15/2013,5/27/2013,Randy,Carr,MALE,Peter Hunter,Comm-9,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,HOC-056,Non Urgent,CRO,In person
2062,5/15/2013,6/11/2013,Douglas,Gardner,MALE,Charles Martinez,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,BNM-040,Non Urgent,CRO,In person
2063,5/16/2013,5/21/2013,Irene,Hunt,FEMALE,Robert Reed,Comm-3,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,CAP-028,Non Urgent,Company HQ,Written
2064,5/15/2013,5/24/2013,Eric,Watson,MALE,Gerald Jordan,Bonus Based,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,,CLOSED,,HOC-048,Non Urgent,CRO,Phone
2066,5/16/2013,6/17/2013,Richard,Freeman,MALE,Keith West,Comm-2,POOR SERVICE,,CLOSED,,MOT-009,Non Urgent,CRO,Court Order
2068,5/16/2013,5/16/2013,Julia,Hart,FEMALE,Mark Turner,Comm-9,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,HOC-053,Urgent,Call Center,Call center
2069,5/13/2013,7/11/2013,Raymond,Woods,MALE,Dennis Peterson,Bonus Based,POWER FOR PRESENTATION OR WRONG,,CLOSED,,MOT-007,Non Urgent,Company HQ,Fax
2070,5/16/2013,5/16/2013,Philip,Flores,MALE,Carl Berry,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-076,Non Urgent,Company HQ,Fax
2071,5/16/2013,6/5/2013,Bobby,Webb,MALE,Richard Hanson,Comm-8,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-051,Non Urgent,CRO,Written
2072,5/16/2013,6/5/2013,Catherine,Nichols,FEMALE,Henry Knight,Comm-2,DISCLAIMER OF DISMISSAL,,CLOSED,,BNM-040,Non Urgent,Company HQ,Written
2073,5/16/2013,7/9/2013,Deborah,Lawrence,FEMALE,Roy Garcia,Comm-7,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,BNM-032,Non Urgent,Company HQ,Email
2074,5/16/2013,5/21/2013,Carolyn,Ramirez,FEMALE,Eric Nichols,Comm-9,SECURITY BUILDING REQUEST_ SECURITY RETURN,,CLOSED,,HOC-054,Non Urgent,Company HQ,Email
2075,5/16/2013,7/8/2013,Jerry,Chavez,MALE,Patrick Turner,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,HOC-047,Non Urgent,Company HQ,Fax
2076,4/17/2013,5/17/2013,Wayne,Jones,MALE,Roger Peters,Comm-5,DO NOT USE A REQUEST,,CLOSED,,LOL-046,Non Urgent,Company HQ,Written
2077,5/16/2013,6/7/2013,Debra,Medina,FEMALE,Phillip Foster,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HOC-056,Non Urgent,CRO,Written
2078,5/15/2013,5/27/2013,Katherine,Gray,FEMALE,Bruce Burns,Comm-3,DISCLAIMER OF DISMISSAL,,CLOSED,,BNM-035,Non Urgent,CRO,Court Order
2079,5/16/2013,5/22/2013,Rose,Matthews,FEMALE,Carlos Kelly,Comm-5,POWER FOR PRESENTATION OR WRONG,,CLOSED,,LBL-043,Non Urgent,Company HQ,Fax
2080,5/16/2013,5/16/2013,Kathryn,Taylor,FEMALE,Carl Thomas,Comm-2,PRODUCTION PRODUCT,,CLOSED,,BNM-030,Urgent,Call Center,Call center
2082,5/17/2013,7/4/2013,Stephen,Wagner,MALE,Martin Franklin,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LBL-045,Non Urgent,Company HQ,Fax
2084,5/13/2013,5/15/2013,Walter,Carpenter,MALE,Jonathan Owens,Comm-9,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,,CLOSED,,CAP-027,Non Urgent,Company HQ,Written
2085,5/17/2013,5/29/2013,Scott,Tucker,MALE,Willie Sullivan,Comm-8,POOR SERVICE,,CLOSED,,HOC-052,Non Urgent,CRO,In person
2087,5/20/2013,6/4/2013,Beverly,Willis,FEMALE,Joshua Knight,Bonus Based,POWER FOR PRESENTATION OR WRONG,,CLOSED,,FPT-060,Non Urgent,CRO,Email
2090,5/20/2013,5/21/2013,Amy,Jones,FEMALE,Jeffrey Fisher,Comm-7,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,,CLOSED,,BMB-042,Non Urgent,Company HQ,Written
2091,5/20/2013,7/16/2013,Ryan,Cruz,MALE,Jeremy Reyes,Comm-2,REGISTRATION FORM OF REGISTRATION,,CLOSED,,LBL-043,Non Urgent,Company HQ,Email
2093,5/20/2013,6/21/2013,Jack,Riley,MALE,Antonio Morales,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,MOT-010,Non Urgent,Company HQ,Fax
2094,5/21/2013,5/21/2013,Raymond,Hamilton,MALE,Michael Gilbert,Bonus Based,DIFFERENCES IN PRICE POLITICS,,CLOSED,,BNM-039,Urgent,Call Center,Call center
2097,5/21/2013,7/1/2013,Joshua,Hansen,MALE,Todd Freeman,Comm-5,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-019,Non Urgent,Company HQ,Fax
2098,5/21/2013,5/23/2013,Jeffrey,Hansen,MALE,Antonio Wallace,Comm-6,POWER FOR PRESENTATION OR WRONG,,CLOSED,,BNM-073,Non Urgent,Company HQ,Fax
2100,5/21/2013,5/31/2013,Harold,Hughes,MALE,Jonathan Owens,Comm-9,CERTIFICATE OF CONTENTS,,CLOSED,,HHC-063,Non Urgent,Company HQ,Fax
2102,5/21/2013,5/30/2013,Mildred,Chapman,FEMALE,Victor Hanson,No Commission,USE OF OTHER / OTHER EXPENSES,,CLOSED,,CAS-022,Non Urgent,CRO,In person
2104,4/9/2013,6/17/2013,Chris,Dixon,MALE,Anthony Collins,Comm-8,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,HOC-056,Non Urgent,CRO,Written
2105,5/22/2013,7/8/2013,Doris,Murphy,FEMALE,Aaron Turner,Comm-4,POOR SERVICE,,CLOSED,,CAS-013,Non Urgent,CRO,Phone
2108,5/17/2013,6/14/2013,Kathleen,Andrews,FEMALE,Jesse Green,Comm-8,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,CAS-018,Non Urgent,CRO,Written
2109,5/17/2013,6/14/2013,Roy,Phillips,MALE,David Bailey,Comm-5,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,HHC-063,Non Urgent,CRO,Written
2111,5/22/2013,6/26/2013,Craig,Mills,MALE,Alan Porter,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,PNM-003,Non Urgent,CRO,In person
2112,5/21/2013,7/29/2013,Maria,Spencer,FEMALE,Gregory Perez,Comm-3,POOR SERVICE,,CLOSED,,CAS-077,Non Urgent,Company HQ,Fax
2113,5/23/2013,5/23/2013,Annie,Morgan,FEMALE,Keith Walker,No Commission,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,CAS-066,Urgent,Call Center,Call center
2114,5/23/2013,6/20/2013,Charles,Taylor,MALE,George Nguyen,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,MOT-008,Non Urgent,Company HQ,Fax
2115,5/22/2013,5/29/2013,Arthur,Nguyen,MALE,Joseph Nichols,No Commission,POOR SERVICE,,CLOSED,,PNM-001,Non Urgent,CRO,Phone
2116,5/23/2013,5/27/2013,Nicole,Roberts,FEMALE,Willie Hudson,Comm-2,POOR SERVICE,,CLOSED,,HOC-050,Non Urgent,CRO,In person
2117,5/23/2013,6/3/2013,Willie,Robertson,MALE,George Ford,Comm-6,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAP-027,Non Urgent,CRO,Written
2119,5/23/2013,6/10/2013,George,Green,MALE,Charles Harper,Comm-2,PRODUCTION PRODUCT,,CLOSED,,CAP-024,Non Urgent,CRO,In person
2120,5/24/2013,5/27/2013,Juan,Ortiz,MALE,Terry Shaw,Comm-7,DISCLAIMER OF A SERVICE ,,CLOSED,,BNM-030,Urgent,Call Center,Call center
2121,5/24/2013,8/5/2013,Marilyn,Kelly,FEMALE,Howard Arnold,Comm-6,SECURITY PUBLISHING CONTRACT,,CLOSED,,FPT-060,Non Urgent,Company HQ,Written
2122,5/24/2013,6/5/2013,Sandra,Montgomery,FEMALE,Adam Morales,Comm-9,PAYMENT POLICY,,CLOSED,,BNM-041,Non Urgent,CRO,Written
2123,5/27/2013,7/10/2013,Joshua,Wallace,MALE,Ernest Greene,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,BNM-036,Urgent,Call Center,Call center
2124,5/27/2013,6/5/2013,Patricia,Hayes,FEMALE,Ryan Dean,Comm-5,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,MOT-010,Non Urgent,CRO,In person
2125,5/27/2013,8/9/2013,Brenda,Bailey,FEMALE,Ryan Gardner,No Commission,TERMS IN PRODUCT USE,,CLOSED,,CAS-021,Non Urgent,CRO,Written
2127,6/12/2013,6/26/2013,Jane,Sanchez,FEMALE,Kevin Rose,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,MOT-010,Non Urgent,CRO,In person
2128,5/17/2013,5/28/2013,Lillian,Woods,FEMALE,Harold Rogers,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,HOC-050,Non Urgent,Company HQ,Written
2129,5/28/2013,5/31/2013,Henry,Flores,MALE,Jesse Walker,Comm-4,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAS-076,Non Urgent,Company HQ,Fax
2130,5/28/2013,5/31/2013,Michelle,Duncan,FEMALE,Howard Johnston,Bonus Based,SECURITY PUBLISHING CONTRACT,,CLOSED,,HOC-055,Non Urgent,Company HQ,Fax
2131,5/28/2013,6/27/2013,Rebecca,Mccoy,FEMALE,Wayne Gonzalez,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,PNM-002,Non Urgent,Company HQ,Fax
2132,5/20/2013,8/2/2013,Juan,Torres,MALE,Albert Crawford,Comm-8,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,BNM-034,Non Urgent,Company HQ,Email
2133,5/28/2013,5/31/2013,Julia,Ramos,FEMALE,Alan Porter,Comm-2,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,CAP-025,Non Urgent,Company HQ,Email
2134,5/28/2013,6/3/2013,Martha,Ellis,FEMALE,Robert Fields,Bonus Based,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,FPT-060,Non Urgent,Company HQ,Email
2135,5/28/2013,6/4/2013,Gary,Johnson,MALE,Martin Clark,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,HHC-063,Non Urgent,Company HQ,Fax
2136,4/30/2013,5/31/2013,Thomas,Brooks,MALE,Todd Mccoy,Comm-9,IGNORANCE OF EXISTENCE,,CLOSED,,BNM-038,Non Urgent,CRO,Written
2138,4/4/2013,6/20/2013,Judy,Fernandez,FEMALE,Juan Bryant,Bonus Based,DO NOT USE A REQUEST,,CLOSED,,CAS-019,Non Urgent,CRO,Written
2139,5/28/2013,6/3/2013,Diana,Welch,FEMALE,Henry Oliver,Bonus Based,PAYMENT POLICY,,CLOSED,,HHC-078,Non Urgent,CRO,Written
2140,5/27/2013,5/29/2013,Sandra,Lewis,FEMALE,Martin Day,No Commission,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAP-027,Non Urgent,Company HQ,Email
2141,5/29/2013,9/25/2013,Louis,Lawrence,MALE,Gary Reed,Comm-7,DISCLAIMER OF DISMISSAL,,CLOSED,,BNM-035,Non Urgent,Company HQ,Fax
2142,5/29/2013,8/2/2013,Theresa,Harris,FEMALE,Joshua Cooper,Comm-4,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAP-068,Non Urgent,Company HQ,Fax
2143,5/29/2013,6/28/2013,Stephen,Weaver,MALE,Clarence Romero,Comm-5,DISCLAIMER OF DISMISSAL,,CLOSED,,CAS-067,Non Urgent,CRO,Written
2144,5/29/2013,6/3/2013,Billy,Sanchez,MALE,Jonathan Dean,Comm-6,DO NOT USE A REQUEST,,CLOSED,,CAS-065,Non Urgent,CRO,Phone
